study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB7669	SAMEA3231576	ERX705583	ERR760822	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760822/ERR760822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760822/ERR760822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760822/311_CATGGC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760822/311_CATGGC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760822
PRJEB7669	SAMEA3231577	ERX705584	ERR760823	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760823/ERR760823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760823/ERR760823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760823/312_CATTTT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760823/312_CATTTT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760823
PRJEB7669	SAMEA3231578	ERX705585	ERR760824	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760824/ERR760824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760824/ERR760824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760824/315_CCAACA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760824/315_CCAACA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760824
PRJEB7669	SAMEA3231579	ERX705586	ERR760825	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760825/ERR760825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760825/ERR760825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760825/361_CGGAAT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760825/361_CGGAAT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760825
PRJEB7669	SAMEA3231580	ERX705587	ERR760826	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760826/ERR760826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760826/ERR760826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760826/365_CTAGCT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760826/365_CTAGCT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760826
PRJEB7669	SAMEA3231581	ERX705588	ERR760827	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760827/ERR760827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760827/ERR760827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760827/369_CTATAC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760827/369_CTATAC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760827
PRJEB7669	SAMEA3231582	ERX705589	ERR760828	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760828/ERR760828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760828/ERR760828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760828/373_ACTTGA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760828/373_ACTTGA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760828
PRJEB7669	SAMEA3231583	ERX705590	ERR760829	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760829/ERR760829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760829/ERR760829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760829/391_CTCAGA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760829/391_CTCAGA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760829
PRJEB7669	SAMEA3231584	ERX705591	ERR760830	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760830/ERR760830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760830/ERR760830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760830/392_GCGCTA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760830/392_GCGCTA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760830
PRJEB7669	SAMEA3231585	ERX705592	ERR760831	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760831/ERR760831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760831/ERR760831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760831/396_TAATCG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760831/396_TAATCG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760831
PRJEB7669	SAMEA3231586	ERX705593	ERR760832	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760832/ERR760832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760832/ERR760832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760832/397_TACAGC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760832/397_TACAGC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760832
PRJEB7669	SAMEA3231587	ERX705594	ERR760833	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760833/ERR760833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760833/ERR760833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760833/398_TATAAT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760833/398_TATAAT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760833
PRJEB7669	SAMEA3231588	ERX705595	ERR760834	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760834/ERR760834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760834/ERR760834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760834/402_TCATTC_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760834/402_TCATTC_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760834
PRJEB7669	SAMEA3231589	ERX705596	ERR760835	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760835/ERR760835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760835/ERR760835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760835/423_TCCCGA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760835/423_TCCCGA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760835
PRJEB7669	SAMEA3231590	ERX705597	ERR760836	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760836/ERR760836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760836/ERR760836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760836/427_TCGAAG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760836/427_TCGAAG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760836
PRJEB7669	SAMEA3231591	ERX705598	ERR760837	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760837/ERR760837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760837/ERR760837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760837/484_GATCAG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760837/484_GATCAG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760837
PRJEB7669	SAMEA3231592	ERX705599	ERR760838	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760838/ERR760838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760838/ERR760838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760838/514_TAGCTT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760838/514_TAGCTT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760838
PRJEB7669	SAMEA3231593	ERX705600	ERR760839	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760839/ERR760839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760839/ERR760839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760839/516_GGCTAC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760839/516_GGCTAC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760839
PRJEB7669	SAMEA3231594	ERX705601	ERR760840	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760840/ERR760840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760840/ERR760840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760840/517_TCGGCA_L004_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760840/517_TCGGCA_L004_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760840
PRJEB7669	SAMEA3231595	ERX705602	ERR760841	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760841/ERR760841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760841/ERR760841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760841/518_TCGGCA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760841/518_TCGGCA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760841
PRJEB7669	SAMEA3231596	ERX705603	ERR760842	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760842/ERR760842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760842/ERR760842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760842/542_AGTCAA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760842/542_AGTCAA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760842
PRJEB7669	SAMEA3231597	ERX705604	ERR760843	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760843/ERR760843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760843/ERR760843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760843/543_CGATGT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760843/543_CGATGT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760843
PRJEB7669	SAMEA3231598	ERX705605	ERR760844	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760844/ERR760844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760844/ERR760844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760844/547_TGACCA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760844/547_TGACCA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760844
PRJEB7669	SAMEA3231599	ERX705606	ERR760845	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760845/ERR760845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760845/ERR760845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760845/549_ACAGTG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760845/549_ACAGTG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760845
PRJEB7669	SAMEA3231600	ERX705607	ERR760846	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760846/ERR760846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760846/ERR760846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760846/553_GCCAAT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760846/553_GCCAAT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760846
PRJEB7669	SAMEA3231601	ERX705608	ERR760847	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760847/ERR760847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760847/ERR760847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760847/555_CAGATC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760847/555_CAGATC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760847
PRJEB7669	SAMEA3231602	ERX705609	ERR760848	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760848/ERR760848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760848/ERR760848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760848/556_CTTGTA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760848/556_CTTGTA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760848
PRJEB7669	SAMEA3231603	ERX705610	ERR760849	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760849/ERR760849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760849/ERR760849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760849/561_ATCACG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760849/561_ATCACG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760849
PRJEB7669	SAMEA3231604	ERX705611	ERR760850	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760850/ERR760850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760850/ERR760850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760850/585_TTAGGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760850/585_TTAGGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760850
PRJEB7669	SAMEA3231605	ERX705612	ERR760851	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760851/ERR760851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760851/ERR760851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760851/589_ACTTGA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760851/589_ACTTGA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760851
PRJEB7669	SAMEA3231606	ERX705613	ERR760852	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760852/ERR760852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760852/ERR760852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760852/633_GATCAG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760852/633_GATCAG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760852
PRJEB7669	SAMEA3231607	ERX705614	ERR760853	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760853/ERR760853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760853/ERR760853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760853/649_TAGCTT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760853/649_TAGCTT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760853
PRJEB7669	SAMEA3231608	ERX705615	ERR760854	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760854/ERR760854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760854/ERR760854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760854/653_GGCTAC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760854/653_GGCTAC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760854
PRJEB7669	SAMEA3231609	ERX705616	ERR760855	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760855/ERR760855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760855/ERR760855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760855/654_AGTCAA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760855/654_AGTCAA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760855
PRJEB7669	SAMEA3231610	ERX705617	ERR760856	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760856/ERR760856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760856/ERR760856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760856/670_AGTTCC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760856/670_AGTTCC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760856
PRJEB7669	SAMEA3231611	ERX705618	ERR760857	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760857/ERR760857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760857/ERR760857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760857/673_AGTTCC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760857/673_AGTTCC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760857
PRJEB7669	SAMEA3231612	ERX705619	ERR760858	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760858/ERR760858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760858/ERR760858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760858/675_ATTCCT_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760858/675_ATTCCT_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760858
PRJEB7669	SAMEA3231613	ERX705620	ERR760859	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760859/ERR760859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760859/ERR760859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760859/755_ATGTCA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760859/755_ATGTCA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760859
PRJEB7669	SAMEA3231614	ERX705621	ERR760860	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760860/ERR760860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760860/ERR760860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760860/767_CAAAAG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760860/767_CAAAAG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760860
PRJEB7669	SAMEA3231615	ERX705622	ERR760861	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760861/ERR760861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760861/ERR760861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760861/771_CCGTCC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760861/771_CCGTCC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760861
PRJEB7669	SAMEA3231616	ERX705623	ERR760862	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760862/ERR760862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760862/ERR760862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760862/775_CCGTCC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760862/775_CCGTCC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760862
PRJEB7669	SAMEA3231617	ERX705624	ERR760863	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760863/ERR760863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760863/ERR760863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760863/779_CACCGG_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760863/779_CACCGG_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760863
PRJEB7669	SAMEA3231618	ERX705625	ERR760864	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760864/ERR760864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760864/ERR760864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760864/783_CACGAT_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760864/783_CACGAT_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760864
PRJEB7669	SAMEA3231619	ERX705626	ERR760865	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760865/ERR760865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760865/ERR760865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760865/787_GTCCGC_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760865/787_GTCCGC_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760865
PRJEB7669	SAMEA3231620	ERX705627	ERR760866	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760866/ERR760866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760866/ERR760866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760866/798_CACTCA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760866/798_CACTCA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760866
PRJEB7669	SAMEA3231621	ERX705628	ERR760867	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760867/ERR760867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760867/ERR760867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760867/799_CAAAAG_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760867/799_CAAAAG_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760867
PRJEB7669	SAMEA3231622	ERX705629	ERR760868	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760868/ERR760868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760868/ERR760868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760868/800_GTGAAA_L001_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760868/800_GTGAAA_L001_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760868
PRJEB7669	SAMEA3231623	ERX705630	ERR760869	1773	Mycobacterium tuberculosis	ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760869/ERR760869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR760/ERR760869/ERR760869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760869/802_CAACTA_L003_R1_001.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR760/ERR760869/802_CAACTA_L003_R2_001.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR760/ERR760869
